RoomsCount;TotalArea;FloorType;WallType;RepairType;BuildingAge;BalconyBlockPresence;ElevatorPresence;BanksCount;BarsCount;KindergartensCount;FillingStationsCount;CafesCount;CinemasCount;SubwayStationcCount;ClothingStoresCount;PublicTransportStopsCount;CulturalParksCount;PizzeriasCount;ChildsClinicsCount;PostOfficesCount;DentalClinicsCount;GroceryStoresCount;ShoppingMallsCount;UniversitiesCount;SchoolsCount;Value
1;40;Не первый и не последний;Монолитные;Косметический ремонт;12;Да;Да;10;2;12;1;10;1;0;6;8;3;3;5;2;23;14;3;3;10;3250000
1;39,5;Не первый и не последний;Монолитные;Косметический ремонт;12;Да;Нет;10;2;12;1;10;1;0;6;8;3;3;5;2;23;14;3;3;10;3250000
1;41;Не первый и не последний;Монолитные;Косметический ремонт;12;Да;Нет;10;2;12;1;10;1;0;6;8;3;3;5;2;23;14;3;3;10;3650000
2;53;Не первый и не последний;Блочные;Без ремонта;13;Нет;Нет;6;2;6;4;1;0;0;7;6;1;1;8;3;13;15;5;7;9;4370000
3;83;Не первый и не последний;Блочные;Дизайнерский ремонт;13;Да;Да;6;2;6;4;1;0;0;7;6;1;1;8;3;13;15;5;7;9;4400000
1;36,3;Не первый и не последний;Кирпичные;Дизайнерский ремонт;13;Да;Да;4;2;9;2;2;0;0;3;10;3;0;5;2;9;17;1;0;5;3190000
2;49,2;Последний;Блочные;Евроремонт;13;Да;Да;6;2;6;4;1;0;0;7;6;1;1;8;3;13;15;5;7;9;3850000
1;32;Не первый и не последний;Кирпичные;Евроремонт;13;Да;Нет;0;0;1;2;0;0;0;0;2;0;0;3;2;0;4;0;0;2;2200000
1;36,6;Не первый и не последний;Кирпичные;Евроремонт;13;Да;Да;9;3;3;2;5;0;1;4;5;0;0;5;2;6;12;2;0;5;3090000
1;49;Не первый и не последний;Кирпичные;Евроремонт;13;Да;Да;9;3;3;2;5;0;1;4;5;0;0;5;2;6;12;2;0;5;3500000
2;67,9;Не первый и не последний;Кирпичные;Евроремонт;13;Да;Да;9;3;3;2;5;0;1;4;5;0;0;5;2;6;12;2;0;5;5700000
2;66,1;Не первый и не последний;Кирпичные;Евроремонт;13;Да;Нет;9;3;3;2;5;0;1;4;5;0;0;5;2;6;12;2;0;5;5700000
6;221;Не первый и не последний;Кирпичные;Евроремонт;13;Да;Да;1;0;0;1;0;0;0;1;3;0;0;0;0;4;1;0;21;0;24500000
1;32,3;Не первый и не последний;Блочные;Косметический ремонт;13;Да;Да;6;2;6;4;1;0;0;7;6;1;1;8;3;13;15;5;7;9;2550000
1;29;Не первый и не последний;Блочные;Косметический ремонт;13;Да;Нет;6;2;6;4;1;0;0;7;6;1;1;8;3;13;15;5;7;9;2000000
2;52,3;Не первый и не последний;Блочные;Косметический ремонт;13;Да;Да;6;2;6;4;1;0;0;7;6;1;1;8;3;13;15;5;7;9;3980000
2;49;Не первый и не последний;Блочные;Косметический ремонт;13;Да;Да;6;2;6;4;1;0;0;7;6;1;1;8;3;13;15;5;7;9;4100000
2;60;Не первый и не последний;Кирпичные;Косметический ремонт;13;Нет;Нет;0;0;1;2;0;0;0;0;2;0;0;3;2;0;4;0;0;2;3880000
2;72;Не первый и не последний;Кирпичные;Косметический ремонт;14;Да;Нет;45;20;11;3;38;4;3;54;9;4;5;8;3;40;16;10;40;10;6500000
2;65;Не первый и не последний;Монолитные;Косметический ремонт;14;Да;Да;31;11;16;0;17;3;1;16;11;3;6;3;3;30;17;5;41;5;6199000
3;73;Последний;Панельные;Без ремонта;15;Да;Да;7;3;12;0;0;1;0;4;6;2;1;3;2;4;13;2;0;7;3300000
3;81;Последний;Кирпичные;Евроремонт;15;Да;Да;4;2;9;3;2;0;0;3;10;3;0;5;1;9;17;1;0;5;5300000
3;110,7;Не первый и не последний;Кирпичные;Евроремонт;15;Да;Да;7;7;6;2;0;0;0;3;4;0;1;4;2;8;6;3;3;7;9700000
4;110,7;Не первый и не последний;Кирпичные;Евроремонт;15;Да;Да;7;7;6;2;0;0;0;3;4;0;1;4;2;8;6;3;3;7;9700000
2;48,3;Последний;Панельные;Евроремонт;15;Нет;Да;7;3;12;0;0;1;0;4;6;2;1;3;2;4;13;2;0;7;2900000
1;44;Не первый и не последний;Кирпичные;Косметический ремонт;15;Да;Да;21;9;14;0;17;2;1;15;9;3;6;2;2;25;14;4;41;4;2990000
2;73,8;Не первый и не последний;Кирпичные;Евроремонт;17;Да;Да;6;2;6;0;1;0;0;1;0;0;0;2;0;3;1;1;1;4;12900000
2;50;Не первый и не последний;Кирпичные;Косметический ремонт;17;Да;Да;27;4;9;0;3;0;1;19;13;1;0;6;4;20;17;5;0;4;4250000
3;103,8;Первый;Кирпичные;Косметический ремонт;17;Да;Да;2;2;9;2;1;0;0;2;10;2;0;5;1;9;16;1;0;5;5400000
3;115;Не первый и не последний;Кирпичные;Евроремонт;18;Да;Да;11;4;8;5;7;3;1;17;7;0;2;6;5;25;16;10;5;9;9500000
1;46;Не первый и не последний;Кирпичные;Косметический ремонт;18;Да;Да;4;2;4;1;0;0;0;3;2;0;2;0;1;3;6;4;17;1;2600000
3;62;Первый;Монолитные;Косметический ремонт;18;Да;Да;21;9;14;0;17;2;1;15;9;3;6;4;2;25;15;4;41;4;4400000
3;62;Не первый и не последний;Панельные;Косметический ремонт;18;Да;Нет;4;4;6;2;0;0;0;3;3;1;3;1;1;5;11;7;18;1;4100000
4;136;Не первый и не последний;Кирпичные;Дизайнерский ремонт;19;Да;Нет;9;0;6;0;2;0;0;1;5;2;3;7;2;6;4;2;1;5;10990000
3;96,7;Не первый и не последний;Кирпичные;Евроремонт;19;Да;Нет;18;12;10;1;15;1;1;18;9;2;6;4;3;21;12;5;51;5;7490000
4;85,9;Не первый и не последний;Кирпичные;Косметический ремонт;19;Да;Да;1;0;3;1;0;0;0;0;3;0;0;1;1;1;1;1;0;3;5300000
3;81,9;Первый;Монолитные;Евроремонт;20;Нет;Да;24;9;15;0;16;3;1;14;9;2;6;3;3;29;17;4;31;5;5400000
2;52;Не первый и не последний;Панельные;Евроремонт;20;Да;Да;2;0;4;0;0;0;0;0;6;1;0;1;2;1;10;0;0;4;3450000
3;65;Не первый и не последний;Панельные;Косметический ремонт;20;Да;Да;2;0;4;0;0;0;0;0;6;1;0;1;2;1;10;0;0;4;3620000
4;170;Не первый и не последний;Кирпичные;Дизайнерский ремонт;21;Да;Да;27;4;7;3;8;0;1;9;4;0;0;5;3;16;19;6;0;8;14950000
3;143,9;Не первый и не последний;Кирпичные;Евроремонт;21;Да;Да;27;4;7;3;8;0;1;9;4;0;0;5;3;16;19;6;0;8;12000000
4;143,9;Не первый и не последний;Кирпичные;Евроремонт;21;Да;Да;27;4;7;3;8;0;1;9;4;0;0;5;3;16;19;6;0;8;12000000
3;113,1;Не первый и не последний;Кирпичные;Евроремонт;21;Да;Да;47;25;13;3;35;4;3;55;12;4;5;10;3;41;18;11;44;11;10500000
4;132;Не первый и не последний;Монолитные;Евроремонт;21;Да;Да;20;10;13;0;17;1;1;13;9;2;6;3;2;28;16;4;35;4;6900000
1;33,2;Не первый и не последний;Монолитные;Косметический ремонт;21;Да;Да;20;10;13;0;17;1;1;13;9;2;6;3;2;28;16;4;35;4;2800000
1;36;Последний;Смешанные;Косметический ремонт;21;Да;Да;15;3;10;0;0;0;0;9;9;0;0;1;3;13;18;1;0;6;2200000
6;270,6;Не первый и не последний;Кирпичные;Евроремонт;22;Да;Да;35;6;10;2;9;0;1;14;4;2;0;4;4;21;24;7;3;10;24300000
3;93,3;Не первый и не последний;Кирпичные;Евроремонт;22;Да;Да;35;6;10;2;9;0;1;14;4;2;0;4;4;21;24;7;3;10;7900000
1;41;Не первый и не последний;Панельные;Евроремонт;22;Нет;Да;36;4;8;0;5;0;1;23;14;1;0;6;4;22;17;6;0;6;3000000
5;116;Не первый и не последний;Панельные;Косметический ремонт;22;Да;Да;5;5;3;3;0;2;0;10;5;1;2;2;1;5;5;3;1;7;8500000
2;54;Первый;Панельные;Косметический ремонт;22;Да;Нет;0;1;3;0;0;0;0;0;1;0;0;1;1;2;2;0;0;1;2750000
4;137,2;Не первый и не последний;Кирпичные;Евроремонт;23;Да;Да;12;5;8;6;14;3;1;22;8;2;4;3;1;17;15;3;1;5;9700000
3;65,8;Первый;Панельные;Евроремонт;23;Да;Да;3;5;3;2;0;0;0;2;2;0;1;2;0;7;5;3;1;3;4500000
3;64,9;Последний;Панельные;Евроремонт;23;Да;Нет;0;0;2;2;0;0;0;0;2;0;0;3;2;0;4;0;0;2;2700000
1;35,2;Не первый и не последний;Смешанные;Евроремонт;23;Да;Да;16;3;10;0;0;0;0;11;10;0;0;1;3;14;19;1;0;6;2500000
2;72,7;Не первый и не последний;Смешанные;Евроремонт;23;Да;Да;16;3;10;0;0;0;0;11;10;0;0;1;3;14;19;1;0;6;4850000
3;150;Не первый и не последний;Смешанные;Евроремонт;23;Да;Да;16;3;10;0;0;0;0;11;10;0;0;1;3;14;19;1;0;6;8460000
4;117,2;Не первый и не последний;Смешанные;Евроремонт;23;Да;Да;16;3;10;0;0;0;0;11;10;0;0;1;3;14;19;1;0;6;8500000
3;112;Не первый и не последний;Смешанные;Евроремонт;23;Да;Да;16;3;10;0;0;0;0;11;10;0;0;1;3;14;19;1;0;6;6099000
1;41;Не первый и не последний;Кирпичные;Косметический ремонт;23;Нет;Нет;17;7;12;4;7;2;2;24;7;1;4;4;3;16;20;9;0;6;3600000
3;100;Не первый и не последний;Смешанные;Косметический ремонт;23;Да;Да;16;3;10;0;0;0;0;11;10;0;0;1;3;14;19;1;0;6;7200000
2;53;Не первый и не последний;Панельные;Без ремонта;24;Да;Да;0;1;3;0;0;0;0;0;3;0;0;1;1;2;2;0;0;1;2150000
1;31,9;Первый;Панельные;Без ремонта;24;Да;Нет;0;1;3;0;0;0;0;0;1;0;0;1;1;2;2;0;0;1;1800000
1;53,1;Не первый и не последний;Монолитные;Евроремонт;24;Да;Да;17;10;13;0;16;1;1;12;8;2;6;3;2;27;15;4;9;4;3690000
1;39;Не первый и не последний;Панельные;Евроремонт;24;Да;Да;0;1;3;0;0;0;0;0;3;0;0;1;1;2;2;0;0;1;2350000
3;79;Первый;Панельные;Евроремонт;24;Да;Да;0;1;3;0;0;0;0;0;3;0;0;1;1;2;2;0;0;1;3790000
1;34;Не первый и не последний;Панельные;Косметический ремонт;24;Да;Да;0;1;3;0;0;0;0;0;3;0;0;1;1;2;2;0;0;1;2200000
2;49,5;Не первый и не последний;Панельные;Евроремонт;25;Да;Да;1;4;5;0;0;1;0;7;10;0;2;0;2;6;17;2;0;4;2850000
3;66,1;Не первый и не последний;Панельные;Косметический ремонт;25;Да;Да;20;8;13;5;14;3;2;46;9;2;3;8;4;25;19;12;7;8;4850000
1;34;Не первый и не последний;Панельные;Косметический ремонт;25;Да;Да;10;2;5;0;0;0;0;3;11;0;1;0;2;7;15;1;0;4;2600000
5;102;Не первый и не последний;Панельные;Без ремонта;26;Да;Да;4;6;5;0;0;0;0;3;4;0;1;3;1;7;5;3;4;8;5999000
4;74;Не первый и не последний;Кирпичные;Косметический ремонт;26;Да;Нет;7;3;8;2;1;0;0;7;10;2;1;8;3;15;17;5;7;9;4180000
5;109,4;Не первый и не последний;Панельные;Косметический ремонт;26;Да;Да;4;6;5;0;0;0;0;3;4;0;1;3;1;7;5;3;4;8;5800000
2;50;Не первый и не последний;Панельные;Косметический ремонт;26;Да;Да;1;0;3;0;0;0;0;1;2;0;1;1;1;2;1;2;0;3;2670000
3;65,3;Не первый и не последний;Панельные;Евроремонт;27;Да;Нет;0;0;2;2;0;0;0;0;2;0;0;3;2;0;4;0;0;2;3200000
3;57;Последний;Кирпичные;Косметический ремонт;27;Да;Нет;2;0;2;1;0;0;0;0;1;1;1;3;1;2;6;1;0;1;2900000
1;34;Первый;Панельные;Косметический ремонт;27;Да;Да;0;1;3;0;0;0;0;0;3;0;0;0;1;2;1;0;0;1;1741000
1;35;Не первый и не последний;Панельные;Без ремонта;28;Да;Да;0;1;1;1;0;0;0;0;3;0;0;0;0;2;2;0;0;1;1990000
2;47;Не первый и не последний;Панельные;Евроремонт;28;Да;Нет;4;7;8;5;4;0;0;4;7;2;2;7;4;10;12;7;0;3;3200000
2;57;Не первый и не последний;Панельные;Косметический ремонт;28;Да;Да;20;12;8;1;17;1;1;18;10;4;6;2;3;23;15;5;51;5;3900000
1;38,3;Не первый и не последний;Панельные;Косметический ремонт;28;Да;Да;5;4;3;3;0;2;0;10;5;1;1;2;1;4;4;2;0;5;3300000
1;39;Первый;Панельные;Косметический ремонт;28;Да;Нет;1;0;3;0;0;0;0;1;2;0;1;1;1;2;1;2;0;3;2080000
4;73,3;Не первый и не последний;Кирпичные;Евроремонт;29;Да;Да;4;3;9;2;1;0;0;2;10;0;0;1;3;3;8;1;0;7;4700000
3;59,1;Не первый и не последний;Панельные;Евроремонт;29;Да;Да;0;0;1;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2780000
2;43,3;Не первый и не последний;Панельные;Косметический ремонт;29;Да;Нет;2;0;2;0;0;0;0;0;2;1;0;0;0;2;1;0;0;1;1950000
3;60;Первый;Панельные;Косметический ремонт;29;Да;Нет;2;3;7;3;0;0;0;2;8;0;1;3;2;6;7;0;1;3;3050000
3;60;Последний;Панельные;Косметический ремонт;29;Да;Нет;2;3;7;3;0;0;0;2;8;0;1;3;2;6;7;0;1;3;3100000
2;46,8;Не первый и не последний;Кирпичные;Без ремонта;30;Да;Да;2;3;3;2;0;0;0;2;2;0;1;2;0;6;5;3;2;2;3350000
2;54;Не первый и не последний;Панельные;Без ремонта;30;Да;Нет;2;0;3;0;0;0;0;1;2;0;1;1;2;3;1;3;1;3;2589909
3;64;Не первый и не последний;Панельные;Евроремонт;30;Да;Нет;5;5;4;2;0;2;0;10;5;1;2;2;1;7;5;4;2;7;4950000
2;32;Первый;Кирпичные;Косметический ремонт;30;Нет;Нет;2;1;6;3;2;0;0;6;2;0;3;3;1;3;7;2;0;3;1700000
3;63;Последний;Панельные;Косметический ремонт;30;Да;Да;1;1;7;2;0;0;0;3;4;1;0;2;2;7;12;1;0;2;3200000
3;60;Не первый и не последний;Панельные;Косметический ремонт;30;Да;Нет;3;1;12;3;0;0;0;2;5;0;1;1;2;2;12;1;0;5;3000000
3;61;Не первый и не последний;Панельные;Косметический ремонт;30;Да;Да;3;1;12;3;0;0;0;2;5;0;1;1;2;2;12;1;0;5;3050000
2;54;Не первый и не последний;Панельные;Косметический ремонт;30;Да;Нет;2;1;9;1;0;0;0;1;3;0;0;2;2;7;11;3;0;3;2568000
1;40;Не первый и не последний;Панельные;Косметический ремонт;30;Да;Да;12;2;5;0;0;0;0;2;13;0;1;0;3;8;14;0;0;4;2400000
3;65,3;Последний;Панельные;Косметический ремонт;30;Да;Да;12;2;5;0;0;0;0;2;13;0;1;0;3;8;14;0;0;4;3500000
3;47;Не первый и не последний;Кирпичные;Без ремонта;31;Да;Да;4;1;9;6;1;0;0;5;6;0;2;3;1;6;14;2;0;3;2450000
3;77,2;Не первый и не последний;Кирпичные;Евроремонт;31;Да;Да;8;3;11;0;2;0;0;5;9;3;2;10;1;8;15;2;0;8;5700000
2;37;Первый;Панельные;Косметический ремонт;31;Нет;Нет;2;0;2;1;0;0;0;0;1;1;1;3;1;2;6;1;0;2;2150000
2;52,8;Последний;Кирпичные;Евроремонт;32;Да;Нет;0;0;1;2;0;0;0;0;2;0;0;3;2;0;4;0;0;2;2700000
3;63;Не первый и не последний;Панельные;Евроремонт;32;Нет;Да;0;1;3;0;0;0;0;0;1;0;0;1;1;2;2;0;0;1;3385000
1;37;Последний;Кирпичные;Косметический ремонт;32;Да;Да;2;1;3;3;0;2;0;9;4;1;1;2;0;4;3;2;1;4;3300000
3;64;Не первый и не последний;Панельные;Евроремонт;33;Да;Да;2;1;3;3;0;2;0;9;4;1;1;2;0;5;3;2;1;4;4525000
3;65;Не первый и не последний;Панельные;Евроремонт;33;Да;Да;7;6;10;3;4;0;0;5;6;2;2;9;3;16;16;7;1;7;4465000
3;64;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;2;1;3;3;0;2;0;9;4;1;1;2;0;5;3;2;1;4;4440000
5;102;Не первый и не последний;Панельные;Косметический ремонт;33;Да;Да;2;1;2;3;0;2;0;9;4;1;1;2;0;3;3;2;0;4;7999000
2;49,7;Первый;Кирпичные;Без ремонта;34;Нет;Да;1;1;2;2;1;0;0;2;4;0;0;4;2;1;4;1;0;1;2430000
2;46;Не первый и не последний;Панельные;Без ремонта;34;Да;Да;5;6;10;4;4;0;0;4;6;2;2;7;4;15;14;7;0;6;3250000
2;52;Первый;Панельные;Без ремонта;34;Нет;Да;6;1;6;4;5;1;0;9;9;1;3;4;2;9;8;2;1;3;2800000
3;60,1;Не первый и не последний;Панельные;Евроремонт;34;Да;Да;5;6;10;4;4;0;0;4;6;2;2;7;4;15;14;7;0;6;4300000
3;79,5;Последний;Панельные;Косметический ремонт;34;Да;Нет;7;6;11;3;4;0;0;4;6;2;2;7;4;20;15;7;0;6;5090000
6;181;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Нет;5;6;5;2;0;2;0;9;5;1;2;3;1;7;6;4;3;8;10590000
3;90;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Да;5;6;5;2;0;2;0;9;5;1;2;3;1;7;6;4;3;8;9500000
1;28;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Да;2;0;2;1;0;0;0;0;1;1;1;3;1;2;6;1;0;1;1580000
4;66,6;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Да;2;0;2;1;0;0;0;0;1;1;1;3;1;2;6;1;0;1;3500000
3;64;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Да;3;1;3;2;0;2;0;10;5;1;1;2;1;6;4;3;2;5;5200000
2;43,4;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Нет;2;0;2;0;0;0;0;0;2;1;0;0;0;2;1;0;0;1;2300000
2;43;Не первый и не последний;Панельные;Косметический ремонт;35;Да;Нет;2;0;2;0;0;0;0;0;2;1;0;0;0;2;1;0;0;1;2157000
1;37,8;Последний;Панельные;Евроремонт;36;Да;Да;5;5;4;2;0;2;0;9;5;1;2;2;1;9;5;4;2;5;3000000
3;64;Не первый и не последний;Панельные;Косметический ремонт;36;Да;Да;4;3;3;2;0;2;0;10;5;1;2;2;1;7;4;3;2;5;4650000
2;44,7;Последний;Панельные;Косметический ремонт;36;Да;Нет;2;0;2;0;0;0;0;0;2;1;0;0;0;2;1;0;0;1;2410000
2;42,8;Не первый и не последний;Панельные;Евроремонт;37;Да;Нет;1;1;6;1;0;0;0;1;2;1;0;1;1;3;6;3;0;3;2300000
2;47,2;Не первый и не последний;Кирпичные;Косметический ремонт;37;Да;Да;9;1;6;4;3;1;0;2;5;3;1;9;4;15;11;0;0;9;3500000
2;50;Последний;Панельные;Косметический ремонт;37;Да;Да;5;5;4;2;0;2;0;9;5;1;2;2;1;9;5;4;2;7;3600000
3;74,7;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;2;4;5;5;1;0;0;5;6;1;0;6;4;5;9;5;0;2;55000000
2;43,7;Не первый и не последний;Панельные;Евроремонт;38;Да;Да;3;3;6;2;0;0;0;4;9;0;1;3;2;8;8;0;1;4;2670000
4;90,7;Не первый и не последний;Кирпичные;Косметический ремонт;38;Да;Да;22;7;7;3;2;1;1;12;6;0;2;5;3;15;10;5;9;8;5999000
1;18;Последний;Кирпичные;Косметический ремонт;38;Нет;Да;6;3;11;1;1;1;0;7;6;3;2;6;2;7;17;2;0;4;680000
3;63;Последний;Кирпичные;Косметический ремонт;38;Да;Да;6;3;8;1;1;0;0;7;9;2;1;8;3;15;16;5;7;10;3540000
3;63;Не первый и не последний;Панельные;Косметический ремонт;38;Да;Да;6;6;6;2;0;2;0;8;5;1;2;3;1;9;6;4;3;9;4050000
2;47;Первый;Панельные;Косметический ремонт;38;Нет;Да;5;6;4;2;0;2;0;9;5;1;2;2;1;8;6;4;2;7;3250000
3;68;Не первый и не последний;Панельные;Косметический ремонт;38;Да;Да;3;5;4;5;3;0;0;4;7;2;2;9;4;10;11;7;0;2;3650000
2;44;Не первый и не последний;Панельные;Косметический ремонт;38;Да;Нет;2;0;2;0;0;0;0;0;2;1;0;0;0;2;1;0;0;1;2210000
1;31;Последний;Панельные;Косметический ремонт;38;Нет;Нет;2;0;2;0;0;0;0;0;2;1;0;0;0;2;1;0;0;1;1450000
3;63;Первый;Панельные;Без ремонта;39;Да;Нет;5;6;7;1;0;0;0;3;5;1;1;3;1;9;5;4;4;9;3800000
1;29,6;Первый;Панельные;Дизайнерский ремонт;39;Нет;Да;3;4;7;4;2;0;0;4;7;2;2;9;3;8;9;6;0;3;2600000
1;11;Не первый и не последний;Кирпичные;Евроремонт;39;Нет;Да;1;0;1;2;0;0;0;1;5;0;0;0;1;0;6;0;0;1;600000
3;63;Первый;Кирпичные;Евроремонт;39;Да;Да;11;3;8;1;1;0;0;8;11;1;0;8;3;18;18;4;7;12;4100000
3;59,1;Не первый и не последний;Панельные;Евроремонт;39;Да;Нет;2;0;2;0;0;0;0;0;2;1;0;0;0;2;1;0;0;1;2300000
2;54;Не первый и не последний;Панельные;Косметический ремонт;39;Да;Да;5;6;7;1;0;0;0;3;5;1;1;3;1;9;5;4;4;9;3650000
2;42,7;Не первый и не последний;Панельные;Косметический ремонт;39;Да;Да;3;4;7;4;2;0;0;4;7;2;2;9;3;8;9;6;0;3;3400000
1;32,4;Не первый и не последний;Кирпичные;Без ремонта;40;Да;Да;4;3;9;0;1;0;0;2;10;0;0;3;3;3;8;1;0;7;1795000
1;22,2;Первый;Кирпичные;Евроремонт;40;Нет;Нет;1;1;5;3;0;0;0;1;6;0;1;3;0;4;4;0;1;2;1350000
3;49,6;Не первый и не последний;Кирпичные;Евроремонт;40;Да;Нет;1;1;5;3;0;0;0;1;6;0;1;3;0;4;4;0;1;2;2200000
2;43,6;Последний;Панельные;Евроремонт;40;Да;Да;3;1;10;1;0;0;0;4;13;0;1;3;2;9;17;3;1;4;2770000
4;57,9;Не первый и не последний;Панельные;Евроремонт;40;Да;Нет;2;0;2;0;0;0;0;0;2;1;0;0;0;2;1;0;0;1;2650000
3;60;Не первый и не последний;Панельные;Евроремонт;40;Да;Да;13;6;14;4;3;2;1;13;6;2;2;8;6;19;21;10;1;8;4500000
1;32,6;Не первый и не последний;Кирпичные;Косметический ремонт;40;Да;Нет;1;1;5;3;0;0;0;1;6;0;1;3;0;4;4;0;1;2;1900000
1;38;Первый;Панельные;Косметический ремонт;40;Да;Нет;3;5;4;1;0;2;0;7;5;1;2;2;1;8;5;4;4;6;2800000
2;54;Не первый и не последний;Панельные;Косметический ремонт;40;Да;Да;3;5;4;1;0;2;0;7;5;1;2;2;1;8;5;4;4;6;3700000
2;43;Не первый и не последний;Панельные;Косметический ремонт;40;Да;Да;4;7;5;1;0;0;0;3;4;0;1;3;1;10;6;4;4;8;3200000
2;42,9;Не первый и не последний;Панельные;Косметический ремонт;40;Да;Да;3;0;4;2;0;0;0;3;6;0;2;8;1;7;5;2;27;2;3000000
3;63;Не первый и не последний;Панельные;Косметический ремонт;40;Да;Нет;3;0;4;2;0;0;0;3;6;0;2;8;1;7;5;2;27;2;4150000
1;35;Последний;Смешанные;Косметический ремонт;40;Нет;Да;30;10;7;1;5;3;2;16;6;0;2;2;4;25;21;12;2;9;2699000
2;44;Первый;Панельные;Без ремонта;41;Нет;Нет;3;2;8;1;1;0;0;4;12;0;1;3;2;10;17;4;1;5;2050000
1;32,2;Первый;Панельные;Без ремонта;41;Да;Да;5;6;8;3;4;0;0;4;6;2;2;7;3;12;16;7;0;7;2599000
4;76,1;Первый;Кирпичные;Евроремонт;41;Да;Да;19;3;8;1;1;0;0;8;10;2;1;8;4;17;18;4;7;12;4300000
3;56,3;Не первый и не последний;Монолитные;Евроремонт;41;Да;Да;3;3;6;2;1;0;0;1;10;0;0;1;2;3;7;1;0;5;3099000
1;29,5;Первый;Панельные;Евроремонт;41;Нет;Да;5;6;8;3;4;0;0;4;6;2;2;7;3;12;16;7;0;7;2550000
1;30;Не первый и не последний;Панельные;Евроремонт;41;Да;Нет;2;1;10;2;0;0;0;4;13;0;1;3;2;10;16;3;1;5;2050000
2;44,3;Последний;Панельные;Евроремонт;41;Да;Нет;2;1;10;2;0;0;0;4;13;0;1;3;2;10;16;3;1;5;2550000
1;30,5;Не первый и не последний;Панельные;Евроремонт;41;Да;Да;2;1;8;2;0;0;0;4;13;0;1;3;2;10;15;2;1;5;2200000
3;64,2;Первый;Панельные;Евроремонт;41;Да;Да;0;1;3;0;0;0;0;0;1;0;0;1;1;2;2;0;0;1;3290000
2;44;Первый;Кирпичные;Косметический ремонт;41;Да;Да;6;2;4;4;1;0;0;6;8;2;1;7;2;12;14;5;7;8;2900000
2;45;Не первый и не последний;Монолитные;Косметический ремонт;41;Да;Нет;3;3;6;2;1;0;0;1;10;0;0;1;2;3;7;1;0;5;2550000
1;30;Первый;Панельные;Косметический ремонт;41;Да;Нет;4;0;5;3;1;1;0;5;3;0;1;3;2;4;14;5;0;7;1975000
1;28,6;Не первый и не последний;Панельные;Косметический ремонт;41;Да;Нет;3;2;8;1;0;0;0;5;13;0;1;3;2;10;16;3;1;5;1740000
3;63,5;Не первый и не последний;Панельные;Евроремонт;42;Да;Да;2;0;3;1;0;0;0;0;3;0;0;1;1;2;1;1;1;3;4000000
3;57,3;Не первый и не последний;Панельные;Евроремонт;42;Да;Нет;15;4;7;0;0;0;0;6;12;0;1;0;3;9;18;0;0;5;3099000
2;48,6;Не первый и не последний;Кирпичные;Косметический ремонт;42;Да;Нет;3;4;10;0;0;0;0;2;13;0;0;3;2;7;8;0;0;7;2250000
4;62;Не первый и не последний;Кирпичные;Косметический ремонт;42;Да;Нет;3;4;10;0;0;0;0;2;13;0;0;3;2;7;8;0;0;7;2900000
1;31;Первый;Панельные;Косметический ремонт;42;Нет;Нет;2;0;2;0;0;0;0;0;1;1;0;0;0;2;1;0;0;1;1500000
2;43,5;Не первый и не последний;Панельные;Косметический ремонт;42;Да;Нет;2;3;8;2;0;0;0;4;8;0;1;3;2;6;8;0;1;4;2650000
1;30,5;Не первый и не последний;Панельные;Косметический ремонт;42;Да;Нет;2;3;7;3;0;0;0;3;8;0;1;3;2;6;8;0;1;4;2100000
2;31;Последний;Кирпичные;Дизайнерский ремонт;43;Да;Нет;3;4;5;4;2;0;0;4;7;2;2;9;4;8;9;6;0;2;2650000
1;32;Не первый и не последний;Кирпичные;Евроремонт;43;Да;Нет;1;5;5;1;0;0;0;2;5;1;1;2;1;9;4;3;4;6;3100000
1;32;Не первый и не последний;Кирпичные;Евроремонт;43;Да;Нет;1;5;5;1;0;0;0;2;5;1;1;2;1;9;4;3;4;6;3100000
2;30,3;Не первый и не последний;Кирпичные;Евроремонт;43;Да;Да;7;1;6;5;0;1;0;9;8;0;1;3;2;6;14;5;1;7;1400000
1;30,4;Последний;Кирпичные;Евроремонт;43;Да;Нет;3;4;5;4;2;0;0;4;7;2;2;9;4;8;9;6;0;2;2650000
3;56;Не первый и не последний;Кирпичные;Евроремонт;43;Да;Да;6;2;6;4;1;0;0;8;6;1;0;9;3;13;13;5;7;9;3600000
3;58,2;Не первый и не последний;Панельные;Евроремонт;43;Да;Нет;2;0;3;0;0;0;0;0;2;1;0;0;0;3;1;0;0;1;3295000
1;28,4;Последний;Панельные;Евроремонт;43;Да;Нет;26;12;15;1;15;2;1;20;9;2;6;9;4;24;15;5;51;7;2350000
3;64,3;Не первый и не последний;Кирпичные;Косметический ремонт;43;Да;Нет;3;5;5;1;0;0;0;3;5;1;1;2;1;9;5;3;4;6;4200000
